extrema_type,extrema_value,time,thrust,acceleration,dynamic_pressure,angle_of_attack_gust,angle_of_attack_total,true_velocity,altitude,temperature,pressure,latitude,longitude,lat_m,long_m,range_m,landing_range
launch_clear,7.903550,0.520000,372.098451,34.127269,300.929113,8.050227,27.249014,22.173900,7.903550,14.948627,1012.300873,31.222207,131.010410,-0.973741,1.720063,1.976560,-1285778.885058
max_speed,69.273457,15.210000,0.000000,12.455529,2938.836808,7.179675,0.256144,69.273457,1.627048,14.989424,1013.054551,31.220637,131.013495,-175.103863,295.626268,343.595265,-1285744.227848
max_dynamic_pressure,2938.836808,15.210000,0.000000,12.455529,2938.836808,7.179675,0.256144,69.273457,1.627048,14.989424,1013.054551,31.220637,131.013495,-175.103863,295.626268,343.595265,-1285744.227848
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1530462.973272,2.660000,60.114064,5.259320,2194.999766,12.169303,3.745186,60.141551,96.418019,14.373283,1001.720381,31.222014,131.010742,-22.425771,33.303660,40.150359,-1285777.360219
max_altitude,241.782017,8.070000,0.000000,4.016185,550.834979,15.519339,1.032017,30.339609,241.782017,13.428417,984.538836,31.221432,131.012012,-86.922016,154.385312,177.173526,-1285757.253653
final_point,1.627048,15.210000,0.000000,12.455529,2938.836808,7.179675,0.256144,69.273457,1.627048,14.989424,1013.054551,31.220637,131.013495,-175.103863,295.626268,343.595265,-1285744.227848
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903527,0.520000,372.098451,33.248139,248.105841,22.457248,7.049307,20.133927,7.903527,14.948627,1012.300876,31.222207,131.010410,-0.973719,1.720070,1.976555,-1285778.885035
max_speed,68.868567,15.150000,0.000000,7.661178,2904.674641,7.442560,0.071946,68.868567,1.299398,14.991554,1013.093908,31.220676,131.013499,-170.751963,296.038781,341.755195,-1285740.482641
max_dynamic_pressure,2904.674641,15.150000,0.000000,7.661178,2904.674641,7.442560,0.071946,68.868567,1.299398,14.991554,1013.093908,31.220676,131.013499,-170.751963,296.038781,341.755195,-1285740.482641
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1238632.538648,15.150000,0.000000,7.661178,2904.674641,7.442560,0.071946,68.868567,1.299398,14.991554,1013.093908,31.220676,131.013499,-170.751963,296.038781,341.755195,-1285740.482641
max_altitude,239.246829,8.060000,0.000000,0.352530,409.181291,19.080791,0.259754,26.145923,239.246829,13.444896,984.836428,31.221428,131.012000,-87.312878,153.184557,176.321416,-1285758.281679
final_point,1.299398,15.150000,0.000000,7.661178,2904.674641,7.442560,0.071946,68.868567,1.299398,14.991554,1013.093908,31.220676,131.013499,-170.751963,296.038781,341.755195,-1285740.482641
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903529,0.520000,372.098451,33.290323,259.151229,20.454062,10.121758,20.577216,7.903529,14.948627,1012.300876,31.222207,131.010410,-0.973719,1.720066,1.976552,-1285778.885038
max_speed,69.047847,15.140000,0.000000,7.858451,2919.837273,7.405518,0.115271,69.047847,1.228265,14.992016,1013.102452,31.220679,131.013487,-170.461524,294.926001,340.646276,-1285740.910367
max_dynamic_pressure,2919.837273,15.140000,0.000000,7.858451,2919.837273,7.405518,0.115271,69.047847,1.228265,14.992016,1013.102452,31.220679,131.013487,-170.461524,294.926001,340.646276,-1285740.910367
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1244816.784257,15.040000,0.000000,7.925286,2855.195411,7.609340,0.103520,68.300432,7.689838,14.950016,1012.326528,31.220689,131.013468,-169.349109,293.080385,338.491675,-1285741.112530
max_altitude,238.995464,8.040000,0.000000,1.552010,463.281757,17.984124,0.244864,27.820403,238.995464,13.446529,984.865938,31.221431,131.011996,-86.981378,152.826817,175.846493,-1285758.227722
final_point,1.228265,15.140000,0.000000,7.858451,2919.837273,7.405518,0.115271,69.047847,1.228265,14.992016,1013.102452,31.220679,131.013487,-170.461524,294.926001,340.646276,-1285740.910367
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903532,0.520000,372.098451,33.358845,272.131750,18.927942,13.161354,21.086262,7.903532,14.948627,1012.300876,31.222207,131.010410,-0.973719,1.720063,1.976548,-1285778.885040
max_speed,69.230081,15.130000,0.000000,8.184012,2935.268051,7.329902,0.083721,69.230081,1.235107,14.991972,1013.101630,31.220681,131.013474,-170.153162,293.693180,339.424773,-1285741.395017
max_dynamic_pressure,2935.268051,15.130000,0.000000,8.184012,2935.268051,7.329902,0.083721,69.230081,1.235107,14.991972,1013.101630,31.220681,131.013474,-170.153162,293.693180,339.424773,-1285741.395017
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1245921.595236,15.030000,0.000000,8.164933,2870.809496,7.574670,0.169139,68.486935,7.690443,14.950012,1012.326456,31.220691,131.013455,-169.040077,291.875189,337.293701,-1285741.580226
max_altitude,238.792555,8.030000,0.000000,2.566863,522.881836,16.803072,0.193785,29.555502,238.792555,13.447848,984.889761,31.221433,131.011994,-86.772938,152.688711,175.623396,-1285758.142183
final_point,1.235107,15.130000,0.000000,8.184012,2935.268051,7.329902,0.083721,69.230081,1.235107,14.991972,1013.101630,31.220681,131.013474,-170.153162,293.693180,339.424773,-1285741.395017
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903536,0.520000,372.098451,33.454495,287.047447,17.968037,16.090926,21.656428,7.903536,14.948627,1012.300875,31.222207,131.010410,-0.973719,1.720059,1.976545,-1285778.885043
max_speed,69.415027,15.120000,0.000000,9.037987,2950.950381,7.300221,0.087671,69.415027,1.311234,14.991477,1013.092486,31.220684,131.013460,-169.837704,292.332942,338.089889,-1285741.949684
max_dynamic_pressure,2950.950381,15.120000,0.000000,9.037987,2950.950381,7.300221,0.087671,69.415027,1.311234,14.991477,1013.092486,31.220684,131.013460,-169.837704,292.332942,338.089889,-1285741.949684
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1266412.559763,2.670000,69.245314,3.705310,2218.367717,9.963663,2.468006,60.460699,96.370783,14.373590,1001.726004,31.222034,131.010743,-20.186248,33.405889,39.031272,-1285775.498566
max_altitude,238.636790,8.020000,0.000000,2.976447,587.939221,15.649194,0.771432,31.340038,238.636790,13.448861,984.908048,31.221435,131.011993,-86.566136,152.553669,175.403846,-1285758.056140
final_point,1.311234,15.120000,0.000000,9.037987,2950.950381,7.300221,0.087671,69.415027,1.311234,14.991477,1013.092486,31.220684,131.013460,-169.837704,292.332942,338.089889,-1285741.949684
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903541,0.520000,372.098451,33.578169,303.898366,17.616496,18.882828,22.283026,7.903541,14.948627,1012.300874,31.222207,131.010410,-0.973720,1.720055,1.976542,-1285778.885045
max_speed,69.602065,15.110000,0.000000,10.029562,2966.835363,7.356416,0.154127,69.602065,1.448221,14.990587,1013.076031,31.220687,131.013444,-169.523299,290.841529,336.642697,-1285742.583155
max_dynamic_pressure,2966.835363,15.110000,0.000000,10.029562,2966.835363,7.356416,0.154127,69.602065,1.448221,14.990587,1013.076031,31.220687,131.013444,-169.523299,290.841529,336.642697,-1285742.583155
max_acceleration,1465.568968,15.120000,0.000000,1465.568968,2703.993808,7.092208,0.984732,66.445378,0.802070,14.994787,1013.153648,31.220686,131.013446,-169.633502,291.015140,336.848186,-1285742.568612
max_qbar_atan_aoa,1336329.911874,2.660000,60.114064,4.465699,2286.232161,10.201657,2.876515,61.377859,96.139655,14.375092,1001.753514,31.222034,131.010737,-20.210575,32.895569,38.608132,-1285775.821487
max_altitude,238.529576,8.010000,0.000000,2.747225,658.300939,14.706394,1.108708,33.162197,238.529576,13.449558,984.920636,31.221437,131.011992,-86.362291,152.417468,175.184818,-1285757.973165
final_point,0.802070,15.120000,0.000000,1465.568968,2703.993808,7.092208,0.984732,66.445378,0.802070,14.994787,1013.153648,31.220686,131.013446,-169.633502,291.015140,336.848186,-1285742.568612
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
launch_clear,7.903547,0.520000,372.098451,33.730824,322.684560,17.847742,21.526555,22.961438,7.903547,14.948627,1012.300874,31.222207,131.010410,-0.973720,1.720051,1.976540,-1285778.885048
max_speed,69.790910,15.100000,0.000000,10.296411,2982.902922,7.362783,0.239378,69.790910,1.635444,14.989370,1013.053543,31.220690,131.013427,-169.214158,289.215073,335.082279,-1285743.301117
max_dynamic_pressure,2982.902922,15.100000,0.000000,10.296411,2982.902922,7.362783,0.239378,69.790910,1.635444,14.989370,1013.053543,31.220690,131.013427,-169.214158,289.215073,335.082279,-1285743.301117
max_acceleration,86.949022,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
max_qbar_atan_aoa,1410542.430222,2.640000,66.201567,4.055858,2360.314206,10.430226,3.262086,62.362201,95.419539,14.379773,1001.839232,31.222035,131.010730,-20.118816,32.174736,37.947100,-1285776.176196
max_altitude,238.471244,8.010000,0.000000,2.273700,733.642398,14.111449,0.866596,35.008382,238.471244,13.449937,984.927484,31.221438,131.011992,-86.282860,152.486671,175.205900,-1285757.868154
final_point,1.635444,15.100000,0.000000,10.296411,2982.902922,7.362783,0.239378,69.790910,1.635444,14.989370,1013.053543,31.220690,131.013427,-169.214158,289.215073,335.082279,-1285743.301117
parachute_deploy,0.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
max_thrust,855.293775,0.070000,855.293775,86.949022,3.255355,75.660167,3.649088,2.305726,3.037133,14.980259,1012.885190,31.222216,131.010392,-0.007768,0.013713,0.015761,-1285779.122665
initial_point,3.000000,0.000000,2.282812,0.000000,0.000000,90.000000,0.000000,0.000000,3.000000,14.980500,1012.889649,31.222216,131.010392,0.000000,0.000000,0.000000,-1285779.124571
